Time;Command;AffectedRows;ElapsedTime
2018.04.11_23:10:00;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;98
2018.04.11_23:10:00;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;121
2018.04.11_23:10:00;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;79
2018.04.11_23:10:00;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;92
2018.04.11_23:10:00;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;106
2018.04.11_23:10:00;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;75
2018.04.11_23:10:00;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;82
2018.04.11_23:10:01;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;76
2018.04.11_23:10:01;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;81
2018.04.11_23:10:01;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;76
2018.04.11_23:10:01;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;95
2018.04.11_23:10:01;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;100
2018.04.11_23:10:01;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;120
2018.04.11_23:10:01;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;111
2018.04.11_23:10:01;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;128
2018.04.11_23:10:01;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;82
2018.04.11_23:10:01;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;77
2018.04.11_23:10:01;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;76
2018.04.11_23:10:02;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;70
2018.04.11_23:10:02;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;78
2018.04.11_23:10:02;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;86
2018.04.11_23:10:02;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;123
2018.04.11_23:10:02;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;130
2018.04.11_23:10:02;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;90
2018.04.11_23:10:02;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;83
2018.04.11_23:10:02;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;80
2018.04.11_23:10:02;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;71
2018.04.11_23:10:02;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;89
2018.04.11_23:10:02;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;81
2018.04.11_23:10:03;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;97
2018.04.11_23:10:03;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;111
2018.04.11_23:10:03;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;106
2018.04.11_23:10:03;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;68
2018.04.11_23:10:03;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;115
2018.04.11_23:10:03;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;88
2018.04.11_23:10:03;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;81
2018.04.11_23:10:03;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;68
2018.04.11_23:10:03;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;92
2018.04.11_23:10:03;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;75
2018.04.11_23:10:03;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;69
2018.04.11_23:10:04;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;76
2018.04.11_23:10:04;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;67
2018.04.11_23:10:04;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;68
2018.04.11_23:10:04;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;78
2018.04.11_23:10:04;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;68
2018.04.11_23:10:04;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;107
2018.04.11_23:10:04;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;127
2018.04.11_23:10:04;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;96
2018.04.11_23:10:04;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;100
2018.04.11_23:10:04;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;87
2018.04.11_23:10:04;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;76
2018.04.11_23:10:05;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;69
2018.04.11_23:10:05;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;73
2018.04.11_23:10:05;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;81
2018.04.11_23:10:05;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;84
2018.04.11_23:10:05;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;76
2018.04.11_23:10:05;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;69
2018.04.11_23:10:05;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;91
2018.04.11_23:10:05;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;82
2018.04.11_23:10:05;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;77
2018.04.11_23:10:05;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;76
2018.04.11_23:10:05;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;88
2018.04.11_23:10:05;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;106
2018.04.11_23:10:06;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;107
2018.04.11_23:10:06;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;114
2018.04.11_23:10:06;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;96
2018.04.11_23:11:44;DML_INSERT;10000;3912
2018.04.11_23:11:47;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;90
2018.04.11_23:11:47;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;132
2018.04.11_23:11:48;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;115
2018.04.11_23:11:48;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;120
2018.04.11_23:11:48;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;128
2018.04.11_23:11:48;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;141
2018.04.11_23:11:48;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;99
2018.04.11_23:11:48;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;92
2018.04.11_23:11:48;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;97
2018.04.11_23:11:48;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;102
2018.04.11_23:11:49;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;147
2018.04.11_23:11:49;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;132
2018.04.11_23:11:49;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;87
2018.04.11_23:11:49;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;91
2018.04.11_23:11:49;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;113
2018.04.11_23:11:49;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;126
2018.04.11_23:11:49;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;118
2018.04.11_23:11:49;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;127
2018.04.11_23:11:49;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;155
2018.04.11_23:11:50;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;119
2018.04.11_23:11:50;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;98
2018.04.11_23:11:50;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;98
2018.04.11_23:11:50;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;118
2018.04.11_23:11:50;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;132
2018.04.11_23:11:50;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;104
2018.04.11_23:11:50;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;124
2018.04.11_23:11:50;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;146
2018.04.11_23:11:51;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;131
2018.04.11_23:11:51;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;137
2018.04.11_23:11:51;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;163
2018.04.11_23:11:51;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;154
2018.04.11_23:11:51;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;126
2018.04.11_23:11:51;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;106
2018.04.11_23:11:51;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;135
2018.04.11_23:11:52;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;136
2018.04.11_23:11:52;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;120
2018.04.11_23:11:52;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;81
2018.04.11_23:11:52;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;110
2018.04.11_23:11:52;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;132
2018.04.11_23:11:52;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;86
2018.04.11_23:11:52;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;109
2018.04.11_23:11:52;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;134
2018.04.11_23:11:52;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;134
2018.04.11_23:11:53;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;117
2018.04.11_23:11:53;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;131
2018.04.11_23:11:53;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;119
2018.04.11_23:11:53;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;140
2018.04.11_23:11:53;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;120
2018.04.11_23:11:53;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;138
2018.04.11_23:11:53;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;122
2018.04.11_23:11:53;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;117
2018.04.11_23:11:54;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;139
2018.04.11_23:11:54;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;180
2018.04.11_23:11:54;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;199
2018.04.11_23:11:54;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;136
2018.04.11_23:11:54;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;129
2018.04.11_23:11:54;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;158
2018.04.11_23:11:55;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;126
2018.04.11_23:11:55;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;112
2018.04.11_23:11:55;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;86
2018.04.11_23:11:55;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;91
2018.04.11_23:11:55;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;105
2018.04.11_23:11:55;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;80
2018.04.11_23:11:55;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;81
2018.04.11_23:11:55;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;109
2018.04.11_23:11:55;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;91
2018.04.11_23:11:55;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;90
2018.04.11_23:11:56;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;106
2018.04.11_23:11:56;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;108
2018.04.11_23:11:56;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;100
2018.04.11_23:11:56;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;123
2018.04.11_23:11:56;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;144
2018.04.11_23:11:56;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;83
2018.04.11_23:11:56;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;82
2018.04.11_23:11:56;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;103
2018.04.11_23:11:56;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;91
2018.04.11_23:11:56;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;87
2018.04.11_23:11:57;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;101
2018.04.11_23:11:57;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;96
2018.04.11_23:11:57;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;85
2018.04.11_23:11:57;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;102
2018.04.11_23:11:57;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;139
2018.04.11_23:11:57;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;124
2018.04.11_23:11:57;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;137
2018.04.11_23:11:57;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;150
2018.04.11_23:11:58;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;120
2018.04.11_23:11:58;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;79
2018.04.11_23:11:58;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;85
2018.04.11_23:11:58;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;79
2018.04.11_23:11:58;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;84
2018.04.11_23:11:58;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;93
2018.04.11_23:11:58;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;128
2018.04.11_23:11:58;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;96
2018.04.11_23:11:58;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;94
2018.04.11_23:11:58;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;90
2018.04.11_23:11:58;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;91
2018.04.11_23:11:59;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;96
2018.04.11_23:11:59;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;150
2018.04.11_23:11:59;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;153
2018.04.11_23:11:59;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;135
2018.04.11_23:15:42;DML_DELETE;70000;182
2018.04.12_09:31:17;DML_DELETE;0;213
2018.04.12_09:32:12;DML_INSERT;100000;39832
2018.04.12_09:32:20;Egyedi: DELETE FROM szakdoga."Tanulok" WHERE 1=1;100000;102
2018.04.12_09:33:10;DML_INSERT;100000;43576
2018.04.12_09:33:20;Egyedi: DELETE FROM szakdoga."Tanulok" WHERE 1=1;100000;216
2018.04.12_09:34:27;DML_INSERT;100000;62251
2018.04.12_09:37:17;Egyedi: DELETE FROM szakdoga."Tanulok" WHERE 1=1;100000;256
2018.04.12_09:38:01;DML_INSERT;100000;40835
2018.04.12_09:38:17;Egyedi: DELETE FROM szakdoga."Tanulok" WHERE 1=1;100000;130
2018.04.12_09:39:02;DML_INSERT;100000;40872
2018.04.12_09:39:35;Egyedi: DELETE FROM szakdoga."Tanulok" WHERE 1=1;100000;122
2018.04.12_09:40:18;DML_INSERT;100000;39692
2018.04.12_09:41:19;Egyedi: DELETE FROM szakdoga."Tanulok" WHERE 1=1;100000;242
2018.04.12_09:41:22;Egyedi: DELETE FROM szakdoga."Tanulok" WHERE 1=1;0;13
2018.04.12_09:42:11;DML_INSERT;100000;39563
2018.04.12_09:42:51;DML_INSERT;100000;39715
2018.04.12_09:44:18;Egyedi: DELETE FROM szakdoga."Tanulok" WHERE 1=1;200000;294
2018.04.12_09:45:08;DML_INSERT;100000;40333
2018.04.12_09:45:50;DML_INSERT;100000;41129
2018.04.12_09:45:54;Egyedi: DELETE FROM szakdoga."Tanulok" WHERE 1=1;200000;537
2018.04.12_09:46:46;DML_INSERT;100000;42295
2018.04.12_09:47:27;DML_INSERT;100000;40315
2018.04.12_09:47:32;Egyedi: DELETE FROM szakdoga."Tanulok" WHERE 1=1;200000;282
2018.04.12_09:48:21;DML_INSERT;100000;39947
2018.04.12_09:49:01;DML_INSERT;100000;39141
2018.04.12_09:49:22;Egyedi: DELETE FROM szakdoga."Tanulok" WHERE 1=1;200000;272
2018.04.12_09:50:05;DML_INSERT;100000;39156
2018.04.12_09:50:45;DML_INSERT;100000;38981
2018.04.12_09:53:34;Egyedi: DELETE FROM szakdoga."Tanulok" WHERE 1=1;200000;517
2018.04.12_09:54:23;DML_INSERT;100000;38585
2018.04.12_09:54:31;Egyedi: DELETE FROM szakdoga."Tanulok" WHERE 1=1;100000;126
2018.04.12_09:55:21;DML_INSERT;100000;39731
2018.04.12_09:56:05;DML_INSERT;100000;43342
2018.04.12_09:56:48;DML_INSERT;100000;41964
2018.04.12_09:57:35;Egyedi: DELETE FROM szakdoga."Tanulok" WHERE 1=1;300000;1562
2018.04.12_09:58:24;DML_INSERT;100000;42363
2018.04.12_09:59:07;DML_INSERT;100000;41996
2018.04.12_09:59:48;DML_INSERT;100000;40149
2018.04.12_10:00:44;Egyedi: DELETE FROM szakdoga."Tanulok" WHERE 1=1;300000;982
2018.04.12_10:01:29;DML_INSERT;100000;40025
2018.04.12_10:02:13;DML_INSERT;100000;43322
2018.04.12_10:02:59;DML_INSERT;100000;45303
2018.04.12_10:03:14;Egyedi: DELETE FROM szakdoga."Tanulok" WHERE 1=1;300000;504
2018.04.12_10:04:01;DML_INSERT;100000;39833
2018.04.12_10:04:43;DML_INSERT;100000;40460
2018.04.12_10:05:23;DML_INSERT;100000;39090
2018.04.12_10:07:15;Egyedi: DELETE FROM szakdoga."Tanulok" WHERE 1=1;300000;930
2018.04.12_10:08:03;DML_INSERT;100000;43162
2018.04.12_10:08:44;DML_INSERT;100000;39653
2018.04.12_10:09:23;DML_INSERT;100000;38287
2018.04.12_10:09:27;Egyedi: DELETE FROM szakdoga."Tanulok" WHERE 1=1;300000;353
2018.04.12_10:10:13;DML_INSERT;100000;40342
2018.04.12_10:10:55;DML_INSERT;100000;40281
2018.04.12_10:11:35;DML_INSERT;100000;39536
2018.04.12_10:12:13;Egyedi: DELETE FROM szakdoga."Tanulok" WHERE 1=1;300000;564
2018.04.12_10:13:03;DML_INSERT;100000;42077
2018.04.12_10:13:43;DML_INSERT;100000;38811
2018.04.12_10:14:22;DML_INSERT;100000;38806
2018.04.12_10:14:53;Egyedi: DELETE FROM szakdoga."Tanulok" WHERE 1=1;300000;511
2018.04.12_10:15:37;DML_INSERT;100000;38863
2018.04.12_10:16:19;DML_INSERT;100000;40366
2018.04.12_10:16:59;DML_INSERT;100000;39235
2018.04.12_10:22:06;Egyedi: DELETE FROM szakdoga."Tanulok" WHERE 1=1;300000;669
2018.04.12_10:22:56;DML_INSERT;100000;39349
2018.04.12_10:23:35;DML_INSERT;100000;38608
2018.04.12_10:24:16;DML_INSERT;100000;40404
2018.04.12_10:24:25;Egyedi: DELETE FROM szakdoga."Tanulok" WHERE 1=1;300000;430
2018.04.12_10:25:10;DML_INSERT;100000;39190
2018.04.12_10:25:51;DML_INSERT;100000;40156
2018.04.12_10:26:33;DML_INSERT;100000;41193
2018.04.12_10:26:42;Egyedi: DELETE FROM szakdoga."Tanulok" WHERE 1=1;300000;1607
2018.04.12_10:28:12;DML_INSERT;100000;42935
2018.04.12_10:28:52;DML_INSERT;100000;38993
2018.04.12_10:29:33;DML_INSERT;100000;40698
2018.04.12_10:30:16;DML_INSERT;100000;41397
2018.04.12_10:31:15;Egyedi: DELETE FROM szakdoga."Tanulok" WHERE 1=1;400000;1210
2018.04.12_10:31:59;DML_INSERT;100000;39331
2018.04.12_10:32:40;DML_INSERT;100000;40979
2018.04.12_10:33:24;DML_INSERT;100000;42442
2018.04.12_10:34:04;DML_INSERT;100000;39941
2018.04.12_10:34:24;Egyedi: DELETE FROM szakdoga."Tanulok" WHERE 1=1;400000;540
2018.04.12_10:35:07;DML_INSERT;100000;39167
2018.04.12_10:35:47;DML_INSERT;100000;38950
2018.04.12_10:36:27;DML_INSERT;100000;39890
2018.04.12_10:37:07;DML_INSERT;100000;38948
2018.04.12_10:37:30;Egyedi: DELETE FROM szakdoga."Tanulok" WHERE 1=1;400000;1094
2018.04.12_10:38:17;DML_INSERT;100000;41896
2018.04.12_10:38:58;DML_INSERT;100000;40056
2018.04.12_10:39:38;DML_INSERT;100000;39686
2018.04.12_10:40:18;DML_INSERT;100000;39259
2018.04.12_10:41:19;Egyedi: DELETE FROM szakdoga."Tanulok" WHERE 1=1;400000;1306
2018.04.12_10:42:02;DML_INSERT;100000;39756
2018.04.12_10:42:44;DML_INSERT;100000;41000
2018.04.12_10:43:26;DML_INSERT;100000;41502
2018.04.12_10:44:07;DML_INSERT;100000;39353
2018.04.12_10:44:23;Egyedi: DELETE FROM szakdoga."Tanulok" WHERE 1=1;400000;585
2018.04.12_10:45:09;DML_INSERT;100000;41675
2018.04.12_10:45:49;DML_INSERT;100000;39063
2018.04.12_10:46:29;DML_INSERT;100000;39175
2018.04.12_10:47:11;DML_INSERT;100000;40845
2018.04.12_10:47:27;Egyedi: DELETE FROM szakdoga."Tanulok" WHERE 1=1;400000;839
2018.04.12_10:48:28;DML_INSERT;100000;42330
2018.04.12_10:49:10;DML_INSERT;100000;41365
2018.04.12_10:49:50;DML_INSERT;100000;39725
2018.04.12_10:50:30;DML_INSERT;100000;39274
2018.04.12_10:50:36;Egyedi: DELETE FROM szakdoga."Tanulok" WHERE 1=1;400000;1079
2018.04.12_10:51:19;DML_INSERT;100000;39866
2018.04.12_10:52:00;DML_INSERT;100000;40366
2018.04.12_10:52:42;DML_INSERT;100000;41330
2018.04.12_10:53:27;DML_INSERT;100000;43824
2018.04.12_10:53:34;Egyedi: DELETE FROM szakdoga."Tanulok" WHERE 1=1;400000;599
2018.04.12_10:54:27;DML_INSERT;100000;40928
2018.04.12_10:55:08;DML_INSERT;100000;39785
2018.04.12_10:55:48;DML_INSERT;100000;39601
2018.04.12_10:56:28;DML_INSERT;100000;38701
2018.04.12_10:56:48;Egyedi: DELETE FROM szakdoga."Tanulok" WHERE 1=1;400000;1032
2018.04.12_10:57:32;DML_INSERT;100000;39952
2018.04.12_10:58:15;DML_INSERT;100000;42214
2018.04.12_10:58:55;DML_INSERT;100000;39677
2018.04.12_10:59:35;DML_INSERT;100000;38828
2018.04.12_10:59:37;Egyedi: DELETE FROM szakdoga."Tanulok" WHERE 1=1;400000;559
2018.04.12_11:25:11;DML_INSERT;100000;37633
2018.04.12_11:25:50;DML_INSERT;100000;38402
2018.04.12_11:26:29;DML_INSERT;100000;37838
2018.04.12_11:27:08;DML_INSERT;100000;38011
2018.04.12_11:27:46;DML_INSERT;100000;37514
2018.04.12_11:27:55;Egyedi: DELETE FROM szakdoga."Tanulok" WHERE 1=1;500000;969
2018.04.12_11:28:37;DML_INSERT;100000;37240
2018.04.12_11:29:16;DML_INSERT;100000;38457
2018.04.12_11:29:54;DML_INSERT;100000;37460
2018.04.12_11:30:33;DML_INSERT;100000;37658
2018.04.12_11:31:13;DML_INSERT;100000;39268
2018.04.12_11:31:22;Egyedi: DELETE FROM szakdoga."Tanulok" WHERE 1=1;500000;1284
2018.04.12_11:32:06;DML_INSERT;100000;38437
2018.04.12_11:32:47;DML_INSERT;100000;39717
2018.04.12_11:33:29;DML_INSERT;100000;41160
2018.04.12_11:34:08;DML_INSERT;100000;38678
2018.04.12_11:34:46;DML_INSERT;100000;37295
2018.04.12_11:35:00;Egyedi: DELETE FROM szakdoga."Tanulok" WHERE 1=1;500000;849
2018.04.12_11:35:44;DML_INSERT;100000;38212
2018.04.12_11:36:23;DML_INSERT;100000;38703
2018.04.12_11:37:03;DML_INSERT;100000;38518
2018.04.12_11:37:42;DML_INSERT;100000;38536
2018.04.12_11:38:22;DML_INSERT;100000;39540
2018.04.12_11:38:33;Egyedi: DELETE FROM szakdoga."Tanulok" WHERE 1=1;500000;835
2018.04.12_11:39:16;DML_INSERT;100000;38320
2018.04.12_11:39:55;DML_INSERT;100000;37802
2018.04.12_11:40:33;DML_INSERT;100000;37188
2018.04.12_11:41:12;DML_INSERT;100000;39043
2018.04.12_11:41:52;DML_INSERT;100000;38291
2018.04.12_11:42:12;Egyedi: DELETE FROM szakdoga."Tanulok" WHERE 1=1;500000;1172
2018.04.12_11:43:06;DML_INSERT;100000;40451
2018.04.12_11:43:44;DML_INSERT;100000;36878
2018.04.12_11:44:23;DML_INSERT;100000;38109
2018.04.12_11:45:01;DML_INSERT;100000;37230
2018.04.12_11:45:40;DML_INSERT;100000;38522
2018.04.12_11:45:59;Egyedi: DELETE FROM szakdoga."Tanulok" WHERE 1=1;500000;1189
2018.04.12_11:46:45;DML_INSERT;100000;40383
2018.04.12_11:47:25;DML_INSERT;100000;39292
2018.04.12_11:48:08;DML_INSERT;100000;41770
2018.04.12_11:48:46;DML_INSERT;100000;37679
2018.04.12_11:49:26;DML_INSERT;100000;38428
2018.04.12_11:50:21;Egyedi: DELETE FROM szakdoga."Tanulok" WHERE 1=1;500000;705
2018.04.12_11:51:04;DML_INSERT;100000;37861
2018.04.12_11:51:43;DML_INSERT;100000;37624
2018.04.12_11:52:22;DML_INSERT;100000;38382
2018.04.12_11:53:03;DML_INSERT;100000;40586
2018.04.12_11:53:42;DML_INSERT;100000;37877
2018.04.12_11:54:44;Egyedi: DELETE FROM szakdoga."Tanulok" WHERE 1=1;500000;898
2018.04.12_11:55:28;DML_INSERT;100000;37577
2018.04.12_11:56:07;DML_INSERT;100000;38029
2018.04.12_11:56:46;DML_INSERT;100000;38133
2018.04.12_11:57:25;DML_INSERT;100000;38439
2018.04.12_11:58:06;DML_INSERT;100000;40407
2018.04.12_11:59:03;Egyedi: DELETE FROM szakdoga."Tanulok" WHERE 1=1;500000;761
2018.04.12_11:59:03;Egyedi: DELETE FROM szakdoga."Tanulok" WHERE 1=1;0;80
2018.04.12_11:59:03;Egyedi: DELETE FROM szakdoga."Tanulok" WHERE 1=1;0;4
2018.04.12_11:59:03;Egyedi: DELETE FROM szakdoga."Tanulok" WHERE 1=1;0;4
2018.04.12_11:59:03;Egyedi: DELETE FROM szakdoga."Tanulok" WHERE 1=1;0;5
2018.04.12_12:00:34;DML_INSERT;100000;37917
2018.04.12_12:01:14;DML_INSERT;100000;39180
2018.04.12_12:01:55;DML_INSERT;100000;40281
2018.04.12_12:02:35;DML_INSERT;100000;39386
2018.04.12_12:03:16;DML_INSERT;100000;40039
2018.04.12_12:03:26;Egyedi: DELETE FROM szakdoga."Tanulok" WHERE 1=1;500000;823
2018.04.12_12:04:16;DML_INSERT;100000;37717
2018.04.12_12:04:54;DML_INSERT;100000;37537
2018.04.12_12:05:33;DML_INSERT;100000;38259
2018.04.12_12:06:13;DML_INSERT;100000;38687
2018.04.12_12:06:51;DML_INSERT;100000;38011
2018.04.12_12:07:31;DML_INSERT;100000;38994
2018.04.12_12:09:17;Egyedi: DELETE FROM szakdoga."Tanulok" WHERE 1=1;600000;1511
2018.04.12_12:10:01;DML_INSERT;100000;37194
2018.04.12_12:11:00;DML_INSERT;100000;38788
2018.04.12_12:11:40;DML_INSERT;100000;39073
2018.04.12_12:12:19;DML_INSERT;100000;37974
2018.04.12_12:12:59;DML_INSERT;100000;38960
2018.04.12_12:13:37;DML_INSERT;100000;37309
2018.04.12_12:13:55;Egyedi: DELETE FROM szakdoga."Tanulok" WHERE 1=1;600000;1159
